100,123
99,123
98,123
97,123
96,123
95,123
94,123
93,123
92,123
91,123
90,123
89,123
88,123
87,123
86,123
85,123
84,123
83,123
82,123
81,123
80,123
79,123
78,123
77,123
76,123
75,123
74,123
73,123
72,123
71,123
70,123
69,123
68,123
67,123
66,123
65,123
64,123
63,123
62,123
61,123
60,123
59,123
58,123
57,123
56,123
55,123
54,123
53,123
52,123
51,123
50,123
49,123
48,123
47,123
46,123
45,123
44,123
43,123
42,123
41,123
40,123
39,123
38,123
37,123
36,123
35,123
34,123
33,123
32,123
31,123
30,123
29,123
28,123
27,123
26,123
25,123
24,123
23,123
22,123
21,123
20,123
19,123
18,123
17,123
16,123
15,123
14,123
13,123
12,123
11,123
10,123
9,123
8,123
7,123
6,123
5,123
4,123
3,123
2,123
1,123
